TrilogyCampusName,ID,Provider Number,loc_code,CompetitorFacilityName,OwnerOperator,Address,City,State,Zip,Latitude,Longitude,GCAccuracy,ServiceLines,HC,AL,MC,IL,SMC,HC_DateOfRoomRates,HC_DateOfNextIncrease,HC_ExpectedRateIncrease,HC_PrivateRoomRate,HC_PrivateDeluxeRoomRate,HC_CompanionSemiPrivateRoomRate,HC_2ndPersonFee,HC_AdultDayRoomRate,HC_AdultNightRoomRate,HC_RehabToHomeRate,AL_DateOfRoomRates,AL_DateOfNextIncrease,AL_ExpectedRateIncrease,AL_StudioPrivateRoomRate,AL_StudioDeluxePrivateRoomRate,AL_1BRPrivateRoomRate,AL_2BRPrivateRoomRate,AL_StudioCompanionRoomRate,AL_1BRCompanionRoomRate,AL_2BRCompanionRoomRate,AL_2ndPersonFee,AL_AdultDayRoomRate,AL_AdultNightRoomRate,MC_DateOfRoomRates,MC_DateOfNextIncrease,MC_ExpectedRateIncrease,MC_ALStudioRoomRate,MC_ALCompanionRoomRate,MC_HCStudioRoomRate,MC_HCCompanionRoomRate,MC_2ndPersonFee,MC_AdultDayRoomRate,MC_AdultNightRoomRate,IL_DateOfRoomRates,IL_DateOfNextIncrease,IL_ExpectedRateIncrease,IL_VillaStudioPrivateRoomRate,IL_Villa1BRPrivateRoomRate,IL_Villa2BRPrivateRoomRate,IL_VillaStudioCompanionRoomRate,IL_Villa1BRCompanionRoomRate,IL_Villa2BRCompanionRoomRate,IL_Villa2ndPersonFee,IL_ILStudioRoomRate,IL_IL1BRRoomRate,IL_IL2BRRoomRate,IL_ILStudioCompanionRoomRate,IL_IL1BRCompanionRoomRate,IL_IL2BRCompanionRoomRate,IL_IL2ndPersonFee,IL_ILAdultDayRoomRate,IL_ILAdultNightRoomRate,SMC_DateOfRoomRates,SMC_DateOfNextIncrease,SMC_ExpectedRateIncrease,SMC_PrivateRoomRate,SMC_PrivateDeluxeRoomRate,SMC_CompanionRoomRate,SMC_2ndPersonFee,HC_Level1,HC_Level2,HC_Level3,HC_Level4,HC_CareLevelAdjustment,AL_Level1,AL_Level2,AL_Level3,AL_Level4,AL_Level5,AL_Level6,AL_CareLevelAdjustment,MC_Level1,MC_Level2,MC_Level3,MC_Level4,MC_Level5,MC_Level6,MC_CareLevelAdjustment,SMC_Level1,SMC_Level2,SMC_Level3,SMC_Level4,SMC_CareLevelAdjustment,HC_MedicationManagement,AL_CommunityFee,AL_DepositAmount,AL_MedicationManagement,MC_CommunityFee,MC_DepositAmount,MC_MedicationManagement,IL_CommunityFee,IL_DepositAmount,IL_MedicationManagement,SMC_MedicationManagement,IL_Comp_Weight,IL_Comp_Care_Adj,IL_Comp_Other_Adj,AL_Comp_Weight,AL_Comp_Care_Adj,AL_Comp_Other_Adj,AL/MC_Comp_Weight,AL/MC_Comp_Care_Adj,AL/MC_Comp_Other_Adj,HC_Comp_Weight,HC_Comp_Care_Adj,HC_Comp_Other_Adj,HC/MC_Comp_Weight,HC/MC_Comp_Care_Adj,HC/MC_Comp_Other_Adj,Origin,Destination,DrivingTime
Anderson - 112,3899,155486,112,Middletown Nursing And Rehabilitation Center,,131 South 10th Street,Middletown,IN,47356,40.053249,-85.542295,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,9/13/2024,,,425,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.137608,-85.659477","40.053249,-85.542295",21 mins
Anderson - 112,3973,155617,112,Miller's Merry Manor,Miller's Merry Manor,524 Anderson Road,Anderson,IN,46017,40.108153,-85.602445,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,8/18/2022,1/1/2023,2,337,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.137608,-85.659477","40.108153,-85.602445",11 mins
Anderson - 112,3873,155443,112,"Waters Of Muncie, The",,2400 Chateau Dr,Muncie,IN,47303,40.213743,-85.387149,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.137608,-85.659477","40.213743,-85.387149",31 mins
Anderson - 112,3950,155573,112,Miller's Merry Manor,Millers Merry Manor ,981 Beechwood Avenue,Middletown,IN,47356,40.063902,-85.540446,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,8/18/2022,,,320,,226,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.137608,-85.659477","40.063902,-85.540446",21 mins
Anderson - 112,3635,155005,112,Beaumont Rehabilitation and Health Center,,1345 North Madison Avenue,Anderson,IN,46011,40.12895,-85.69268,ROOFTOP,"HC, Skilled-M",TRUE,FALSE,FALSE,FALSE,TRUE,8/17/2023,1/1/2024,2,300,0,255,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/17/2023,1/1/2024,2,0,0,255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.137608,-85.659477","40.128950,-85.692680",7 mins
Anderson - 112,3700,155170,112,Westminster Village Muncie Inc,Westminster Village Muncie,5801 West Bethel Avenue,Muncie,IN,47304,40.225419,-85.454445,ROOFTOP,"AL, HC, IL",TRUE,TRUE,FALSE,TRUE,FALSE,7/3/2025,1/1/2025,4,365,,325,,0,0,478,7/3/2025,1/1/2025,4,214,0,276,306,0,0,0,,0,0,,,,,,,,,,,8/15/2023,1/1/2024,3,2952,3233,3800,0,0,0,0,2952,4723,5413,0,0,0,0,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.137608,-85.659477","40.225419,-85.454445",24 mins
Anderson - 112,3641,155038,112,Waters Edge Village,,2200 W White River Blvd,Muncie,IN,47303,40.186499,-85.411639,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.137608,-85.659477","40.186499,-85.411639",26 mins
Anderson - 112,3651,155066,112,Edgewater Woods,American Senior Community,1809 North Madison Avenue,Anderson,IN,46011,40.132618,-85.69252,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,7/20/2021,1/1/2022,2,509,,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,included,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.137608,-85.659477","40.132618,-85.692520",6 mins
Anderson - 112,3738,155229,112,Woodlands The,,3820 West Jackson Street,Muncie,IN,47304,40.193963,-85.431029,ROOFTOP,Skilled-M,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/2022,1/1/2023,3,308,0,270,0,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.137608,-85.659477","40.193963,-85.431029",26 mins
Anderson - 112,3762,155258,112,Countryside Manor Health & Living Community,Cardon,205 Marine Drive,Anderson,IN,46016,40.085571,-85.683094,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,8/17/2022,1/1/2023,3,290,0,241,0,0,0,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,included,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,"40.137608,-85.659477","40.085571,-85.683094",12 mins
Anderson - 112,3747,155238,112,Yorktown Manor,,2000 South Andrews Road,Yorktown,IN,47396,40.175138,-85.47993,ROOFTOP,"HC, Skilled-M",TRUE,FALSE,FALSE,FALSE,TRUE,7/2/2025,1/1/2022,,363,0,262,0,0,0,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/2/2025,1/1/2025,,325,0,227,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.137608,-85.659477","40.175138,-85.479930",20 mins
West Lafayette - 2135,3704,155177,135,Westminster Village - West Lafayette,Non Profit/Managed by Life Care Services,2741 North Salisbury Street,West Lafayette,IN,47906,40.458099,-86.917105,ROOFTOP,"AL, AL-MC, HC, IL, Skilled-M",TRUE,TRUE,TRUE,TRUE,TRUE,6/20/2025,6/30/2024,3,524,820,419,0,0,0,745,6/20/2025,6/30/2024,3,4784,0,5309,6128,0,,,1323,0,0,6/20/2025,,,,,,,,,,8/9/2023,6/30/2024,3,,3785,4301,,,,,,3100,3629,,,,909,,,8/9/2023,,3,,,,,0,0,0,0,,707,1237,1802,2546,,,,,,,,,,,,,,,,0,4000,,yes,5000,,,271770,80,no,,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,"40.459748,-86.919257","40.458099,-86.917105",3 mins
West Lafayette - 2135,15473,,135,Rosewalk Commons,Five Star,250 Shenandoah Drive,Lafayette,IN,47905,40.421086,-86.847405,ROOFTOP,AL,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,2400,,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.459748,-86.919257","40.421086,-86.847405",14 mins
Noblesville - 141,3633,155001,141,Hooverwood,,7001 Hoover Rd,Indianapolis,IN,46260,39.88176,-86.17181,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.881760,-86.171810",32 mins
Noblesville - 141,3651,155066,141,Edgewater Woods,American Senior Community,1809 North Madison Avenue,Anderson,IN,46011,40.132618,-85.69252,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,7/20/2021,1/1/2022,2,509,,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,included,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","40.132618,-85.692520",34 mins
Noblesville - 141,3762,155258,141,Countryside Manor Health & Living Community,Cardon,205 Marine Drive,Anderson,IN,46016,40.085571,-85.683094,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,8/17/2022,1/1/2023,3,290,0,241,0,0,0,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,included,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","40.085571,-85.683094",36 mins
Noblesville - 141,3752,155245,141,Castleton Health Care Center,,7630 E 86th St,Indianapolis,IN,46256,39.912388,-86.067087,street,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.912388,-86.067087",25 mins
Noblesville - 141,3805,155329,141,Rosewalk Village,American Senior Communities,1302 North Lesley Avenue,Indianapolis,IN,46219,39.785838,-86.07196,ROOFTOP,"AL, HC",TRUE,TRUE,FALSE,FALSE,FALSE,6/20/2025,,,680,,265,,,,,6/20/2025,,,2500,2850,3050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,775,1250,1700,2250,2800,,,,,,,,,,,,,,Included,600,400,Extra fee,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.785838,-86.071960",36 mins
Noblesville - 141,3736,155226,141,North Capitol Nursing & Rehabilitation Center,,2010 N Capitol Ave,Indianapolis,IN,46202,39.793286,-86.161612,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.793286,-86.161612",39 mins
Noblesville - 141,4141,155817,141,"Barrington Of Carmel, The",BHI,1335 South Guilford Road,Carmel,IN,46032,39.959341,-86.140037,ROOFTOP,"AL, AL-MC, HC, IL",TRUE,TRUE,TRUE,TRUE,FALSE,7/25/2019,7/25/2019,,48,,,,,,,,,,,,,,,,,1082,,,,,,,,,,1082,,,7/25/2019,,,,,,,,,,,2909,4856,,,,1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22181,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.959341,-86.140037",23 mins
Noblesville - 141,4131,155807,141,Rural Health Care Center,,1747 N Rural St,Indianapolis,IN,46218,39.790632,-86.116453,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.790632,-86.116453",35 mins
Noblesville - 141,4110,155786,141,Allisonville Meadows,ASC,10312 Allisonville Road,Fishers,IN,46038,39.937907,-86.05453,ROOFTOP,"AL, AL-MC, HC, Skilled-M",TRUE,TRUE,TRUE,FALSE,TRUE,,,,503,,290,,,,,,,,3300,,4265,4700,,,,175,,,,,,5440,4500,,,175,,,,,,,,,,,,,,,,,,,,,,,,,,,274,,,,,,,775,1250,1700,2250,2800,3300,,550,1100,1650,2200,2750,3300,,,,,,,,1500,,,1500,,included in LOC,,,,,0,0,0,0.25,0,0,0,0,0,0.15,0,0,0,0,0,"40.058179,-86.031532","39.937907,-86.054530",20 mins
Noblesville - 141,4018,155683,141,B & B Christian Healthcare Center,,3208 N Sherman Dr,Indianapolis,IN,46218,39.782926,-86.102225,street,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.782926,-86.102225",36 mins
Noblesville - 141,4165,155841,141,Copper Trace Health & Living Community,CarDon,1250 West 146th Street,Westfield,IN,46074,40.000691,-86.179895,ROOFTOP,"AL, HC, Skilled-M",TRUE,TRUE,FALSE,FALSE,TRUE,6/27/2025,1/1/2025,,375,,310,,,,375,6/27/2025,1/1/2025,,,4225,4500,4840,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/11/2025,1/1/2025,,342,,310,,,,,,,500,950,1400,1850,,,,,,,,,,,,,,,,,2000,500,Y,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","40.000691,-86.179895",23 mins
Noblesville - 141,4170,155846,141,Restoracy of Carmel,Bryan Lindsay,616 Green House Way,Carmel,IN,46032,39.971442,-86.123334,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,9/13/2024,1/1/2025,,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.971442,-86.123334",20 mins
Noblesville - 141,3791,155298,141,Pyramid Point Post-acute Rehabilitation Center,,8530 Township Line Rd,Indianapolis,IN,46260,39.91067,-86.20452,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.910670,-86.204520",31 mins
Noblesville - 141,3974,155618,141,Majestic Care,Majestic Care,12999 North Pennsylvania Street,Carmel,IN,46032,39.975472,-86.153857,ROOFTOP,"AL, HC",TRUE,TRUE,FALSE,FALSE,FALSE,,,,315,,260,,,,,,,,3000,,3500,4500,,,,1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.975472,-86.153857",20 mins
Noblesville - 141,3912,155505,141,Robin Run Health Center,,554 W 62nd St,Indianapolis,IN,46268,39.86737,-86.24226,street,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.867370,-86.242260",38 mins
Noblesville - 141,3887,155472,141,Hoosier Village,,5300 West 96th Street,Indianapolis,IN,46268,39.930099,-86.24881,ROOFTOP,AL,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,3990,,4900,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,600,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.930099,-86.248810",31 mins
Noblesville - 141,3772,155271,141,The Waters of Castleton,Waters of Castleton Skilled Nursing & Rehabilitation,8400 Clearvista Place,Indianapolis,IN,46256,39.911586,-86.039486,ROOFTOP,"AL, HC",TRUE,TRUE,FALSE,FALSE,FALSE,8/10/2023,,,325,,268,,,,,8/10/2023,,,2047,,3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.911586,-86.039486",23 mins
Noblesville - 141,4150,155826,141,Evergreen Crossing And The Lofts,,5404 Georgetown Rd,Indianapolis,IN,46254,39.850396,-86.242699,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.850396,-86.242699",39 mins
Noblesville - 141,4114,155790,141,Bridgewater Healthcare Center,Communicare,14751 Carey Road,Carmel,IN,46033,40.003088,-86.106941,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,6/27/2025,1/1/2025,,351,,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","40.003088,-86.106941",17 mins
Noblesville - 141,4158,155834,141,Golden Living Center - Willow Springs,,2002 W 86th St,Indianapolis,IN,46260,39.91282,-86.19589,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.912820,-86.195890",30 mins
Noblesville - 141,4004,155669,141,Riverview Tcu,,395 Westfield Rd Tcu,Noblesville,IN,46060,40.0465,-86.0239,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","40.046500,-86.023900",4 mins
Noblesville - 141,3714,155198,141,Marquette,,8140 Township Line Rd,Indianapolis,IN,46260,39.90402,-86.20594,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.904020,-86.205940",32 mins
Noblesville - 141,4149,155825,141,St Augustine Home For The Aged,,2345 W 86th St,Indianapolis,IN,46260,39.91032,-86.20135,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.910320,-86.201350",32 mins
Noblesville - 141,3979,155628,141,Creekside Health And Rehabilitation Center,TLC Management ,3640 Central Avenue,Indianapolis,IN,46205,39.822451,-86.150305,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,6/20/2025,,,367,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Included,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.822451,-86.150305",34 mins
Noblesville - 141,3715,155199,141,Maple Park Village,American Senior Communities,18250 North Union Street,Westfield,IN,46074,40.052186,-86.129651,ROOFTOP,"HC, Skilled-M",TRUE,FALSE,FALSE,FALSE,TRUE,6/27/2025,,,,,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/27/2025,,,,,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","40.052186,-86.129651",14 mins
Noblesville - 141,3706,155181,141,Carmel Health & Living Community,CarDon,1421 South Rangeline Road,Carmel,IN,46032,39.958698,-86.126396,ROOFTOP,"HC, Skilled-M",TRUE,FALSE,FALSE,FALSE,TRUE,8/28/2024,1/1/2025,,348,394,,,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/28/2024,1/1/2025,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.958698,-86.126396",22 mins
Noblesville - 141,3838,155376,141,Premier Healthcare Of Sheridan,,803 S Hamilton St,Sheridan,IN,46069,40.130823,-86.225321,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","40.130823,-86.225321",18 mins
Noblesville - 141,3842,155381,141,Harbour Manor Health & Living Community,CarDon,1667 Sheridan Road,Noblesville,IN,46062,40.059061,-86.048897,ROOFTOP,"AL, AL-MC, HC, Skilled-M",TRUE,TRUE,TRUE,FALSE,TRUE,,,,385,,305,,,,,,,,,,3300,,,,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,750,1150,1500,1800,2100,,,,,,,,,,,,,,Y,,1200,,,,,,,,,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,"40.058179,-86.031532","40.059061,-86.048897",5 mins
Noblesville - 141,3939,155556,141,Miller's Merry Manor,,300 Fairgrounds Rd,Tipton,IN,46072,40.269784,-86.04383,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","40.269784,-86.043830",23 mins
Noblesville - 141,3940,155557,141,Miller's Merry Manor,,1651 North Campbell Avenue,Indianapolis,IN,46218,39.789724,-86.065162,ROOFTOP,"HC, Skilled-M",TRUE,FALSE,FALSE,FALSE,TRUE,6/20/2025,11/30/2024,,313,378,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/20/2025,11/30/2024,,313,,290,,,,,,,,,,,,,,,,,,,,,,,,,,Included,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.789724,-86.065162",34 mins
Noblesville - 141,3947,155570,141,Pleasant View Lodge,,7476 W Lane Rd,Mccordsville,IN,46055,39.84905,-85.94336,address,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"40.058179,-86.031532","39.849050,-85.943360",38 mins
New Castle SL - 2152,3899,155486,152,Middletown Nursing And Rehabilitation Center,,131 South 10th Street,Middletown,IN,47356,40.053249,-85.542295,ROOFTOP,HC,TRUE,FALSE,FALSE,FALSE,FALSE,9/13/2024,,,425,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"39.906304,-85.382483","40.053249,-85.542295",27 mins
